Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spending,Total_Purchases,Children
1971,Graduation,Together,71819.0,0,1,1224,140,0,14,168,3,3,3,5,6,0,0,55,1546,11,1
1983,PhD,Married,33569.0,1,0,16,18,3,0,24,1,1,1,2,8,0,1,43,61,4,1
1983,Master,Married,36262.0,0,0,88,54,64,28,153,1,3,5,3,6,0,1,43,387,11,0
1966,Basic,Together,22634.0,0,0,2,11,8,6,46,1,2,1,2,8,0,0,60,73,5,0
1978,2n Cycle,Married,47025.0,0,1,508,59,23,5,29,5,11,1,6,9,0,0,48,624,18,1
1968,Graduation,Single,70566.0,0,1,381,215,84,28,21,2,6,5,9,3,0,0,58,729,20,1
1979,PhD,Married,31605.0,1,0,74,42,2,1,6,2,2,1,4,7,0,0,47,125,7,1
1973,Master,Divorced,52034.0,1,1,146,93,7,13,73,5,4,2,5,7,0,0,53,332,11,2
1979,Graduation,Single,48526.0,1,0,23,23,43,20,9,1,2,1,4,3,0,0,47,118,7,1
1954,Graduation,Married,46734.0,0,1,110,137,26,23,29,2,6,1,5,7,0,0,72,325,12,1
1962,Graduation,Divorced,39552.0,1,1,165,147,4,24,41,7,6,2,5,8,0,1,64,381,13,2
1966,Graduation,Single,86358.0,1,1,957,494,82,47,95,4,5,3,6,8,0,0,60,1675,14,2
1977,Graduation,Together,46931.0,2,1,41,17,3,1,16,2,1,1,3,3,0,0,49,78,5,3
1985,Basic,Single,16581.0,0,0,1,4,2,3,11,1,0,0,3,4,0,0,41,21,3,0
1952,2n Cycle,Divorced,63998.0,0,0,176,818,0,33,112,1,7,6,11,4,0,1,74,1139,24,0
1951,Master,Married,67381.0,0,1,815,53,11,0,70,4,2,2,9,7,0,0,75,949,13,1
1967,Graduation,Single,25930.0,1,1,6,2,2,0,4,1,1,0,2,7,0,0,59,14,3,2
1978,Graduation,Married,42693.0,1,0,8,20,6,3,16,1,1,0,3,5,0,0,48,53,4,1
1976,Graduation,Together,85606.0,0,1,717,864,219,30,84,2,6,7,9,3,0,0,50,1914,22,1
1985,Graduation,Single,72903.0,0,0,1067,750,0,19,39,1,7,5,8,4,0,1,41,1875,20,0
1974,2n Cycle,Together,49669.0,1,0,166,107,11,8,29,2,5,1,6,6,0,0,52,321,12,1
1968,PhD,Married,36778.0,1,1,29,34,2,4,4,3,3,0,3,9,0,0,58,73,6,2
1962,PhD,Divorced,85696.0,0,0,714,395,116,0,12,1,4,6,9,1,0,1,64,1237,19,0
1961,Graduation,Married,49678.0,0,1,229,56,3,2,20,2,6,2,4,7,0,0,65,310,12,1
1989,Graduation,Married,37155.0,1,0,23,26,7,15,3,1,2,0,4,5,0,0,37,74,6,1
1978,2n Cycle,Divorced,21282.0,1,0,1,8,4,8,20,2,2,1,2,6,0,0,48,41,5,1
1962,PhD,Single,33419.0,0,1,56,12,0,0,18,2,2,0,4,7,0,0,64,86,6,1
1945,Graduation,Widow,63285.0,0,0,508,249,50,38,134,1,6,5,13,3,0,0,81,979,24,0
1974,Master,Together,21255.0,1,0,29,25,2,2,3,4,2,1,4,4,0,0,52,61,7,1
1981,Graduation,Together,42162.0,1,0,46,59,2,4,27,2,3,1,3,6,0,1,45,138,7,1
1956,Graduation,Together,54450.0,1,1,454,171,8,19,32,12,9,2,8,8,0,0,70,684,19,2
1954,PhD,Married,57744.0,0,1,350,39,0,0,19,2,9,1,4,8,0,0,72,408,14,1
1986,Graduation,Single,26576.0,1,0,10,8,0,0,9,1,1,0,2,9,0,1,40,27,3,1
1943,PhD,Widow,57513.0,0,0,735,183,52,20,30,2,9,3,13,6,0,0,83,1020,25,0
1964,Graduation,Together,68142.0,0,1,897,196,91,112,37,3,10,4,7,6,0,0,62,1333,21,1
1979,Graduation,Married,7500.0,0,1,5,3,3,0,5,1,1,0,2,8,0,0,47,16,3,1
1974,Graduation,Together,83145.0,0,0,777,731,39,137,114,1,5,9,11,2,0,1,52,1798,25,0
1960,Master,Married,54197.0,0,1,162,37,6,13,13,2,1,3,6,1,0,0,66,231,10,1
1963,PhD,Single,23091.0,1,1,35,11,0,0,2,4,2,1,3,7,0,0,63,48,6,2
1976,Graduation,Married,46049.0,1,1,342,112,19,14,19,10,5,2,9,7,0,1,50,506,16,2
1974,Graduation,Together,56715.0,0,0,258,239,237,172,9,1,7,3,4,4,0,0,52,915,14,0
1961,Graduation,Married,79410.0,0,0,658,483,123,13,13,1,3,2,5,1,0,0,65,1290,10,0
1951,Graduation,Married,57304.0,0,1,356,329,138,17,106,2,7,6,10,5,0,0,75,946,23,1
1965,Graduation,Married,44375.0,0,1,213,28,7,7,41,1,4,1,6,5,0,0,61,296,11,1
1965,Graduation,Married,59594.0,0,1,457,29,0,0,9,1,8,1,7,7,0,0,61,495,16,1
1994,Graduation,Together,80685.0,0,0,241,604,34,26,54,1,6,4,10,2,0,0,32,959,20,0
1974,PhD,Married,40344.0,0,1,210,6,0,0,2,2,4,1,5,7,0,0,52,218,10,1
1972,Graduation,Married,62710.0,0,1,441,83,7,29,11,4,4,2,12,4,0,0,54,571,18,1
1968,2n Cycle,Married,48985.0,0,1,19,18,10,7,8,1,1,1,3,3,0,0,58,62,5,1
1968,Graduation,Together,35322.0,1,2,28,37,12,7,13,3,2,0,4,8,0,0,58,97,6,3
1948,Graduation,Married,77142.0,0,0,476,162,29,151,97,1,4,4,8,2,0,0,78,915,16,0
1969,Graduation,Single,81657.0,0,0,364,425,158,60,50,1,3,4,8,1,0,0,57,1057,15,0
1996,Basic,Married,14421.0,0,0,0,2,3,3,8,1,1,0,2,5,0,0,30,16,3,0
1990,PhD,Married,74214.0,0,0,863,547,86,99,33,1,8,2,5,5,0,0,36,1628,15,0
1957,Master,Married,66726.0,1,1,349,35,0,0,47,3,8,2,4,7,0,0,69,431,14,2
1979,Basic,Together,23724.0,1,0,5,15,0,18,14,2,2,0,3,8,0,0,47,52,5,1
1960,Master,Married,47353.0,0,1,184,19,8,8,4,3,2,2,6,5,0,0,66,223,10,1
1952,Master,Married,33444.0,1,1,8,8,0,0,2,1,1,0,2,8,0,0,74,18,3,2
1981,Graduation,Married,54386.0,0,1,277,64,62,21,25,2,3,2,10,3,0,0,45,449,15,1
1981,Graduation,Divorced,28510.0,1,1,44,19,0,4,19,3,2,0,4,5,0,0,45,86,6,2
1991,Master,Single,90638.0,0,0,1156,915,94,144,96,1,3,4,10,1,0,0,35,2405,17,0
1950,Graduation,Together,48070.0,0,1,373,83,6,9,19,3,8,2,6,7,1,0,76,490,16,1
1957,Graduation,Married,43140.0,0,1,134,76,6,0,11,1,4,1,5,6,0,0,69,227,10,1
1961,PhD,Divorced,54959.0,0,1,1148,60,0,0,24,3,9,5,4,7,0,1,65,1232,18,1
1958,Basic,Single,15056.0,1,1,6,3,21,6,40,5,2,2,3,5,0,0,68,76,7,2
1971,Graduation,Single,26954.0,1,0,4,11,0,0,1,1,1,0,2,7,0,0,55,16,3,1
1985,Graduation,Single,22327.0,1,0,5,8,2,0,5,1,1,0,3,5,0,0,41,20,4,1
1965,Graduation,Married,44393.0,1,1,24,20,2,2,10,2,1,0,4,4,0,0,61,58,5,2
1952,PhD,Single,62000.0,0,1,899,101,0,0,20,1,6,6,13,4,0,0,74,1020,25,1
1962,PhD,Together,31497.0,0,1,108,28,13,1,4,2,3,1,4,8,0,0,64,154,8,1
1974,2n Cycle,Married,45894.0,0,2,27,7,0,2,13,1,1,0,3,5,0,0,52,49,4,2
1970,Master,Divorced,78579.0,0,0,816,549,216,66,99,1,5,6,4,3,0,1,56,1746,15,0
1969,Master,Widow,67369.0,0,1,1298,70,37,14,42,4,7,4,10,4,0,1,57,1461,21,1
1960,Graduation,Divorced,58401.0,0,1,10,11,17,29,29,1,1,2,2,4,0,0,66,96,5,1
1952,Graduation,Single,62307.0,0,1,87,34,10,6,10,1,4,0,4,5,0,0,74,147,8,1
1969,Master,Married,43641.0,1,1,57,51,4,2,23,3,2,1,4,6,0,0,57,137,7,2
1969,Master,Married,70091.0,1,0,964,137,15,0,11,2,5,2,10,8,0,0,57,1127,17,1
1972,PhD,Married,78075.0,0,0,572,259,34,35,80,1,3,5,5,1,0,0,54,980,13,0
1961,2n Cycle,Widow,59184.0,0,1,341,113,259,151,66,3,6,6,12,5,0,0,65,930,24,1
1977,Graduation,Married,54809.0,1,1,63,57,13,13,22,4,2,1,5,4,0,0,49,168,8,2
1959,Graduation,Married,58113.0,0,1,221,169,102,78,84,3,9,2,8,7,1,0,67,654,19,1
1958,Master,Married,51412.0,0,1,140,29,4,5,14,2,3,2,4,4,0,0,68,192,9,1
1957,Master,Together,66636.0,0,0,291,689,84,10,0,1,3,4,9,1,0,0,69,1074,16,0
1956,Master,Married,50965.0,0,1,544,85,8,6,29,3,10,4,5,8,0,0,70,672,19,1
1990,Graduation,Married,18351.0,0,0,1,9,0,14,7,1,2,0,3,7,0,0,36,31,5,0
1957,PhD,Together,40451.0,0,2,35,4,0,0,10,1,1,1,2,5,0,0,69,49,4,2
1965,Graduation,Together,36317.0,0,1,87,25,3,2,13,2,3,0,4,7,0,0,61,130,7,1
1957,Graduation,Together,42213.0,0,1,309,24,4,3,20,2,5,1,7,7,0,0,69,360,13,1
1955,Graduation,Together,65748.0,0,1,172,93,95,78,34,2,2,4,10,1,1,0,71,472,16,1
1972,Graduation,Together,77044.0,0,1,625,242,50,34,76,2,7,11,11,4,0,0,54,1027,29,1
1969,Graduation,Together,74918.0,0,0,972,913,25,19,59,1,5,9,6,3,0,0,57,1988,20,0
1972,Graduation,Married,56721.0,1,1,157,39,6,13,75,5,4,1,5,6,0,0,54,290,10,2
1975,Graduation,Single,42160.0,1,1,48,45,3,15,20,4,2,1,4,6,0,1,51,131,7,2
1965,Graduation,Single,61559.0,0,1,279,88,32,14,34,1,4,2,10,3,0,0,61,447,16,1
1963,PhD,Together,33629.0,1,1,132,16,0,0,4,5,3,1,4,9,0,0,63,152,8,2
1963,Graduation,Single,34377.0,0,1,62,22,3,1,26,2,2,2,2,7,0,0,63,114,6,1
1986,Basic,Single,8940.0,1,0,1,3,4,6,42,3,3,1,3,8,0,0,40,56,7,1
1973,Graduation,Married,26228.0,1,0,2,4,3,1,9,1,1,0,2,8,0,0,53,19,3,1
1957,2n Cycle,Divorced,77297.0,0,0,408,109,48,122,41,1,5,7,9,4,0,0,69,728,21,0
1981,Graduation,Married,40211.0,1,1,51,7,2,1,25,2,2,1,2,8,0,0,45,86,5,2
1958,PhD,Widow,33438.0,1,1,62,16,3,2,6,4,2,1,4,5,0,0,68,89,7,2
1959,PhD,Married,75032.0,0,1,952,180,47,12,12,2,5,4,9,3,0,0,67,1203,18,1
1955,PhD,Single,61284.0,0,0,618,106,20,7,45,1,11,2,8,6,0,0,71,796,21,0
1986,Graduation,Married,22518.0,1,0,11,12,2,2,27,2,2,1,2,5,0,1,40,54,5,1
1975,Master,Married,54730.0,0,1,318,17,4,7,56,5,4,1,8,4,0,0,51,402,13,1
1955,Master,Married,38452.0,1,1,56,14,0,0,2,3,3,0,3,7,0,0,71,72,6,2
1971,Graduation,Divorced,44421.0,1,1,110,59,7,1,7,5,5,0,4,8,0,0,55,184,9,2
1986,PhD,Together,38197.0,1,0,23,11,2,1,3,1,1,0,3,5,0,0,40,40,4,1
1978,Graduation,Divorced,41986.0,0,1,27,8,8,3,12,3,3,0,4,4,0,0,48,58,7,1
1983,Graduation,Together,28427.0,1,0,18,19,3,3,6,2,2,0,3,8,0,0,43,49,5,1
1976,PhD,Together,37395.0,1,0,18,9,0,1,11,1,1,0,3,6,0,0,50,39,4,1
1971,Graduation,Married,64722.0,1,0,303,280,60,147,15,4,8,2,11,6,0,0,55,805,21,1
1956,Master,Together,55249.0,0,1,97,19,2,0,11,1,2,1,4,3,0,0,70,129,7,1
1972,Graduation,Together,84906.0,0,0,997,414,99,30,76,1,5,6,12,2,0,0,54,1616,23,0
1952,Graduation,Single,44213.0,1,1,95,35,0,4,7,4,2,1,5,6,0,0,74,141,8,2
1984,Basic,Single,25707.0,1,0,1,2,3,6,3,1,1,0,3,7,0,0,42,15,4,1
1967,PhD,Married,59062.0,2,1,46,12,3,0,9,2,2,0,3,4,0,0,59,70,5,3
1962,Graduation,Single,76624.0,0,1,411,147,54,115,66,1,5,10,7,1,0,0,64,793,22,1
1947,Master,Together,66000.0,0,0,244,270,101,0,45,1,1,3,5,1,0,0,79,660,9,0
1978,PhD,Together,27683.0,1,0,152,121,12,12,45,4,6,2,4,8,0,0,48,342,12,1
1971,Graduation,Divorced,1730.0,0,0,1,3,1,1,1,15,0,0,0,20,0,0,55,7,0,0
1992,Basic,Single,7500.0,1,0,10,18,8,26,40,4,3,2,2,9,0,0,34,102,7,1
1968,Graduation,Together,40521.0,1,1,12,5,0,0,4,1,0,1,2,5,0,0,58,21,3,2
1973,PhD,Together,20427.0,1,0,5,4,0,0,1,1,1,0,2,8,0,0,53,10,3,1
1975,Graduation,Married,65106.0,0,1,790,133,12,0,19,3,8,3,13,6,0,0,51,954,24,1
1965,PhD,Married,69969.0,0,0,882,514,38,29,44,1,4,2,6,3,0,1,61,1507,12,0
1952,Graduation,Married,67433.0,0,2,615,259,12,48,30,4,6,5,13,4,0,0,74,964,24,2
1967,PhD,Married,77766.0,0,1,1004,265,115,59,27,2,11,10,11,6,0,1,59,1470,32,1
1972,Graduation,Married,74716.0,0,1,133,421,13,195,71,2,7,3,5,4,0,0,54,833,15,1
1970,PhD,Married,55158.0,1,1,293,87,4,11,23,4,7,2,5,7,0,1,56,418,14,2
1955,2n Cycle,Married,62972.0,0,1,313,47,20,0,192,2,7,4,3,6,0,1,71,572,14,1
1975,Graduation,Married,74190.0,0,1,151,86,168,91,64,2,4,2,11,2,0,0,51,560,17,1
1976,Graduation,Married,39356.0,1,1,15,2,0,0,6,1,1,0,2,6,0,0,50,23,3,2
1969,Graduation,Together,76653.0,0,0,736,946,219,189,126,1,4,7,11,2,0,0,57,2216,22,0
1983,PhD,Divorced,90687.0,0,0,982,672,23,34,51,1,6,2,8,2,0,1,43,1762,16,0
1982,Master,Together,73450.0,0,0,1142,415,90,69,37,1,7,8,11,3,0,0,44,1753,26,0
1960,Graduation,Married,31454.0,1,1,28,11,0,0,9,3,2,0,3,8,0,0,66,48,5,2
1952,Graduation,Single,47139.0,1,1,46,12,0,2,23,2,2,1,2,7,0,1,74,83,5,2
1963,PhD,Married,53378.0,1,1,489,152,8,6,132,10,9,4,6,8,0,1,63,787,19,2
1970,Graduation,Together,19656.0,1,0,25,9,6,8,32,3,2,1,3,7,0,0,56,80,6,1
1948,PhD,Married,45579.0,0,1,145,33,2,1,1,1,4,1,4,6,0,0,78,182,9,1
1958,2n Cycle,Single,85485.0,0,0,630,611,44,18,54,1,6,6,6,2,0,0,68,1357,18,0
1944,Graduation,Married,55956.0,0,0,760,104,50,9,38,2,7,3,4,4,0,0,82,961,14,0
1963,Master,Single,64191.0,0,1,420,186,151,38,15,3,5,3,13,3,0,0,63,810,21,1
1972,Graduation,Single,38808.0,1,0,125,52,3,19,30,4,5,1,4,8,0,1,54,229,10,1
1966,Master,Married,57183.0,1,1,464,64,7,0,70,8,9,1,7,8,0,0,60,605,17,2
1968,Master,Divorced,23748.0,1,0,6,29,12,15,8,3,2,1,3,8,0,0,58,70,6,1
1971,Graduation,Married,66303.0,0,1,1090,96,16,12,60,4,3,4,11,8,0,0,55,1274,18,1
1975,Master,Married,37368.0,1,0,3,11,2,2,10,1,1,0,2,6,0,0,51,28,3,1
1964,Graduation,Married,40800.0,1,2,24,27,8,30,10,2,3,0,3,7,1,0,62,99,6,3
1978,Graduation,Divorced,71847.0,0,0,737,106,55,63,210,0,6,7,9,3,0,0,48,1171,22,0
1975,Graduation,Married,46149.0,0,1,254,71,4,0,27,5,5,1,7,5,0,0,51,356,13,1
1983,Graduation,Together,78687.0,0,0,817,687,145,55,241,1,4,6,8,2,0,1,43,1945,18,0
1971,2n Cycle,Divorced,49118.0,0,0,620,239,99,98,119,2,9,7,10,7,0,1,55,1175,26,0
1957,PhD,Married,37633.0,1,1,13,20,0,0,1,2,1,0,3,9,0,0,69,34,4,2
1951,Master,Together,39767.0,0,0,113,204,34,26,47,2,7,1,7,8,0,0,75,424,15,0
1951,Basic,Married,26997.0,0,0,7,78,133,49,144,2,4,2,5,7,0,0,75,411,11,0
1970,Graduation,Divorced,33986.0,1,0,16,18,2,1,5,1,1,0,3,7,0,0,56,42,4,1
1972,PhD,Married,57091.0,0,1,462,24,6,0,4,2,9,2,5,7,0,1,54,496,16,1
1969,2n Cycle,Married,46831.0,1,1,22,10,6,4,34,2,1,2,2,4,0,0,57,76,5,2
1972,Master,Married,83151.0,0,0,968,842,137,42,210,1,5,7,10,2,0,1,54,2199,22,0
1971,Graduation,Married,52531.0,0,0,283,151,51,72,125,2,7,2,10,6,0,0,55,682,19,0
1956,Graduation,Married,15759.0,0,0,1,5,6,0,3,1,1,0,2,7,0,0,70,15,3,0
1973,2n Cycle,Married,43050.0,1,0,30,24,6,3,8,2,2,0,4,5,0,0,53,71,6,1
1977,PhD,Single,42997.0,1,1,4,5,0,1,5,1,1,0,2,7,0,0,49,15,3,2
1963,PhD,Single,48918.0,1,1,52,9,0,0,1,2,1,0,4,4,0,0,63,62,5,2
1954,Master,Together,60033.0,0,1,62,57,19,11,48,2,2,1,5,2,0,0,72,197,8,1
1978,PhD,Together,34043.0,1,0,20,14,3,0,10,1,2,0,2,9,0,0,48,47,4,1
1966,Graduation,Together,57811.0,0,1,545,114,37,21,78,5,7,2,11,5,0,0,60,795,20,1
1946,Graduation,Married,78569.0,0,0,558,622,207,175,95,1,4,6,4,1,0,1,80,1657,14,0
1978,Graduation,Single,7500.0,1,1,6,4,13,4,25,4,2,1,3,6,0,0,48,52,6,2
1971,Master,Together,157733.0,1,0,39,9,2,0,8,0,1,0,1,1,0,0,55,58,2,1
1985,2n Cycle,Married,23148.0,0,0,4,8,6,3,10,1,2,0,3,7,0,0,41,31,5,0
1970,Graduation,Divorced,44267.0,1,1,183,65,3,5,49,5,5,2,4,9,0,0,56,305,11,2
1979,Graduation,Married,71626.0,0,0,546,376,94,145,72,1,5,5,8,3,0,0,47,1233,18,0
1966,Graduation,Together,60894.0,0,1,606,155,10,0,54,5,10,3,8,7,0,0,60,825,21,1
1976,Graduation,Together,50200.0,1,1,266,51,8,6,64,6,7,1,5,8,0,0,50,395,13,2
1965,PhD,Married,81051.0,0,0,1142,249,38,29,14,1,5,5,12,2,0,0,61,1472,22,0
1982,Graduation,Married,65169.0,0,0,1074,69,0,0,46,1,10,4,13,6,0,1,44,1189,27,0
1972,Graduation,Together,59868.0,0,1,771,154,54,10,154,7,11,2,12,6,0,0,54,1143,25,1
1960,PhD,Married,65695.0,0,1,371,189,0,58,6,2,5,4,10,4,0,0,66,624,19,1
1956,Master,Single,64857.0,0,0,556,717,210,0,43,1,7,5,10,4,0,0,70,1526,22,0
1965,Master,Together,45143.0,0,1,202,74,11,5,14,3,6,1,5,7,0,0,61,306,12,1
1955,2n Cycle,Together,74805.0,0,1,209,209,41,162,37,5,4,7,10,2,0,0,71,658,21,1
1989,2n Cycle,Married,59060.0,1,0,35,111,36,40,12,3,3,1,7,4,0,0,37,234,11,1
1962,PhD,Single,27238.0,1,1,37,17,0,0,3,3,3,0,3,9,0,0,64,57,6,2
1965,Graduation,Together,47009.0,0,1,171,73,59,10,90,4,3,2,8,4,0,0,61,403,13,1
1973,2n Cycle,Married,46094.0,1,1,12,20,3,2,5,1,1,0,3,7,0,0,53,42,4,2
1984,Graduation,Together,37235.0,1,0,20,9,4,6,20,1,1,1,2,4,0,0,42,59,4,1
1960,Master,Married,81843.0,0,0,779,537,34,69,138,1,5,9,12,3,0,0,66,1557,26,0
1958,Master,Together,46692.0,0,1,170,97,24,12,88,3,6,1,5,6,0,0,68,391,12,1
1968,Graduation,Together,77382.0,0,1,491,231,112,105,134,2,5,7,12,1,0,0,58,1073,24,1
1977,Graduation,Single,37774.0,2,0,173,107,7,2,176,4,7,2,3,9,1,1,49,465,12,2
1974,Basic,Married,18393.0,1,0,7,13,16,0,4,2,3,0,3,8,0,0,52,40,6,1
1962,Master,Married,72828.0,0,1,1205,235,19,14,205,6,6,3,13,7,0,0,64,1678,22,1
1982,Graduation,Married,24711.0,0,0,10,25,6,3,7,1,3,0,3,7,0,0,44,51,6,0
1975,PhD,Married,45503.0,1,0,97,44,6,1,18,1,3,1,4,5,0,0,51,166,8,1
1982,Master,Single,6560.0,0,0,67,26,4,3,262,0,1,0,1,17,0,0,44,362,2,0
1945,PhD,Together,71604.0,0,0,345,528,98,75,97,1,8,3,5,4,0,1,81,1143,16,0
1979,Graduation,Married,27244.0,1,0,6,17,3,24,46,2,2,2,2,7,0,0,47,96,6,1
1969,Graduation,Married,48752.0,1,1,73,100,71,15,0,5,6,1,5,9,0,1,57,259,12,2
1962,Graduation,Married,71434.0,0,1,711,217,172,96,168,3,7,4,7,4,0,0,64,1364,18,1
1948,Graduation,Single,90842.0,0,0,774,118,182,187,93,1,4,9,13,1,0,0,78,1354,26,0
1978,Master,Married,88097.0,1,0,163,480,0,126,75,1,6,5,8,9,0,1,48,844,19,1
1975,Graduation,Married,51948.0,0,1,82,54,71,30,41,2,5,2,4,5,0,0,51,278,11,1
1982,Graduation,Together,71853.0,0,0,358,413,141,97,32,1,2,8,6,1,0,0,44,1041,16,0
1983,Master,Married,35876.0,0,0,66,40,4,3,14,1,3,1,3,6,0,0,43,127,7,0
1952,Graduation,Widow,40049.0,0,1,13,7,0,3,3,1,1,0,3,6,0,0,74,26,4,1
1982,Graduation,Single,39660.0,1,0,139,78,20,13,36,3,7,1,3,9,0,1,44,286,11,1
1962,Graduation,Together,50127.0,0,1,274,21,4,6,15,1,5,1,6,6,0,0,64,320,12,1
1977,Master,Married,43263.0,0,1,262,61,0,10,102,3,5,2,6,5,0,0,49,435,13,1
1949,Master,Married,62845.0,1,1,1099,45,0,0,34,11,3,4,10,8,0,1,77,1178,17,2
1990,Graduation,Married,18929.0,0,0,32,8,23,4,18,1,1,0,4,6,0,0,36,85,5,0
1982,Basic,Single,24367.0,1,0,2,2,0,11,5,1,1,0,2,9,0,0,44,20,3,1
1959,2n Cycle,Married,26887.0,0,1,6,4,3,4,6,1,1,0,3,6,0,0,67,23,4,1
1976,Graduation,Together,62061.0,0,1,641,84,0,30,38,3,10,4,7,6,0,0,50,793,21,1
1956,PhD,Together,76542.0,0,0,794,573,0,29,14,1,4,8,10,2,0,0,70,1410,22,0
1993,Graduation,Single,70515.0,0,0,420,452,182,64,140,1,6,6,4,2,0,1,33,1258,16,0
1987,Graduation,Together,18227.0,1,0,1,7,4,3,11,1,0,1,2,8,0,0,39,26,3,1
1965,Graduation,Married,69139.0,0,1,86,75,33,15,6,1,4,1,5,4,0,0,61,215,10,1
1982,Graduation,Married,69109.0,0,0,823,459,124,29,95,1,6,6,7,4,0,1,44,1530,19,0
1962,Graduation,Single,69627.0,0,1,231,215,171,30,53,2,8,2,11,5,0,0,64,700,21,1
1978,Graduation,Married,38136.0,1,0,8,27,0,20,33,2,3,1,2,8,0,0,48,88,6,1
1946,PhD,Single,62159.0,0,0,182,259,77,70,29,1,6,2,10,4,0,0,80,617,18,0
1963,Graduation,Single,80695.0,0,0,557,984,193,37,18,1,5,8,5,2,0,0,63,1789,18,0
1971,Master,Single,33316.0,1,1,79,31,4,4,12,3,2,1,4,6,0,0,55,130,7,2
1968,Graduation,Together,58554.0,1,1,368,68,38,0,88,6,8,2,6,7,0,0,58,562,16,2
1992,Basic,Married,17256.0,1,0,6,14,8,8,22,2,2,1,2,8,0,0,34,58,5,1
1974,Graduation,Divorced,53034.0,1,1,160,196,15,11,50,8,6,1,7,8,0,0,52,432,14,2
1950,2n Cycle,Together,52203.0,0,0,488,238,56,108,28,1,8,7,11,6,0,0,76,918,26,0
1977,2n Cycle,Divorced,59601.0,0,1,691,69,0,7,23,4,2,2,7,8,0,0,49,790,11,1
1958,Master,Single,75154.0,0,1,543,205,160,143,82,1,6,3,6,3,0,1,68,1133,15,1
1976,Graduation,Single,47025.0,0,1,254,108,20,0,26,3,6,3,5,6,0,0,50,408,14,1
1973,Graduation,Married,37971.0,1,0,5,10,2,2,7,1,1,0,3,8,0,0,53,26,4,1
1958,Graduation,Married,67267.0,0,1,134,59,15,2,30,1,3,2,5,2,0,0,68,240,10,1
1975,Graduation,Single,57338.0,0,1,143,52,11,8,17,2,4,1,5,5,0,0,51,231,10,1
1960,2n Cycle,Together,50523.0,1,1,51,24,4,7,1,2,2,0,4,6,0,0,66,87,6,2
1960,PhD,Divorced,50611.0,0,1,459,24,6,0,4,6,4,5,7,6,0,0,66,493,16,1
1969,PhD,Married,56242.0,0,1,689,167,11,8,88,5,8,4,11,6,0,0,57,963,23,1
1960,Graduation,Single,48904.0,0,1,283,38,0,13,27,4,7,2,4,8,0,0,66,361,13,1
1975,Graduation,Single,56243.0,1,2,347,35,4,3,7,6,4,2,8,5,0,0,51,396,14,3
1985,Graduation,Married,21355.0,1,0,5,14,0,5,31,2,2,1,2,6,0,1,41,55,5,1
1971,Master,Together,57420.0,0,1,280,18,0,0,24,3,5,1,6,7,0,0,55,322,12,1
1955,Master,Divorced,46390.0,0,1,95,64,2,9,38,1,4,2,3,7,0,0,71,208,9,1
1956,2n Cycle,Together,54342.0,1,1,84,34,11,10,28,4,3,1,4,6,0,0,70,167,8,2
1973,Graduation,Married,20895.0,1,0,18,17,3,0,4,1,2,0,3,9,0,0,53,42,5,1
1948,Graduation,Married,92344.0,0,0,992,694,51,19,119,0,5,10,5,1,0,0,78,1875,20,0
1980,Graduation,Together,44964.0,1,1,19,17,2,0,2,1,1,0,3,8,0,0,46,40,4,2
1972,Master,Married,53761.0,1,1,158,76,13,7,71,6,4,4,3,5,0,0,54,325,11,2
1973,Graduation,Together,22682.0,1,0,10,29,4,2,36,3,2,1,4,4,0,0,53,81,7,1
1972,PhD,Together,38887.0,1,0,25,13,0,0,3,1,1,0,3,7,0,0,54,41,4,1
1975,2n Cycle,Single,41658.0,1,1,8,12,15,4,29,2,1,1,2,4,0,0,51,68,4,2
1972,PhD,Married,29791.0,1,0,14,6,0,0,0,2,2,0,3,5,0,0,54,20,5,1
1956,Master,Married,63915.0,0,2,622,115,30,0,15,2,6,3,12,5,0,0,70,782,21,2
1974,Graduation,Divorced,39996.0,1,1,11,3,0,0,1,1,1,0,2,6,0,0,52,15,3,2
1972,Graduation,Divorced,26759.0,1,0,25,16,8,5,2,2,2,1,3,6,0,0,54,56,6,1
1969,PhD,Married,51039.0,1,1,100,79,65,0,109,2,6,2,4,7,0,0,57,353,12,2
1961,Graduation,Married,60544.0,1,1,201,43,3,5,35,4,5,1,5,6,0,0,65,287,11,2
1953,Graduation,Married,37716.0,0,1,97,41,6,2,41,2,4,1,3,7,0,0,73,187,8,1
1957,Graduation,Single,36864.0,0,1,204,39,17,0,89,3,5,2,4,8,0,1,69,349,11,1
1970,Master,Married,44511.0,1,0,513,133,46,14,14,6,8,4,8,8,0,0,56,720,20,1
1967,PhD,Married,36947.0,1,1,88,21,4,1,29,4,3,0,4,9,0,0,59,143,7,2
1953,Master,Married,67087.0,0,1,329,222,130,35,43,2,7,5,8,4,0,0,73,759,20,1
1950,Graduation,Married,57045.0,0,1,296,104,11,13,17,3,4,2,9,3,0,0,76,441,15,1
1953,PhD,Divorced,36957.0,1,1,100,16,2,1,31,4,3,2,2,9,0,1,73,150,7,2
1977,PhD,Married,69389.0,0,1,422,238,69,46,15,1,7,2,12,4,0,0,49,790,21,1
